# format: as|source|type
# date: 20210401
# name: as2type
# exe: type-convert-amogh.pl
# files: 20210401.merged.class.txt
# types: Content|Enterprise|Transit/Access
16285|CAIDA_class|Transit/Access
16286|CAIDA_class|Enterprise
16287|CAIDA_class|Transit/Access
16288|CAIDA_class|Enterprise
16289|CAIDA_class|Enterprise
16290|peerDB_class|Transit/Access
16291|CAIDA_class|Enterprise
16292|CAIDA_class|Enterprise
16294|CAIDA_class|Content
16296|CAIDA_class|Transit/Access
16297|CAIDA_class|Transit/Access
16298|peerDB_class|Transit/Access
16299|CAIDA_class|Transit/Access
16300|peerDB_class|Transit/Access
16301|CAIDA_class|Transit/Access
16302|peerDB_class|Transit/Access
16303|CAIDA_class|Transit/Access
16305|CAIDA_class|Enterprise
16312|CAIDA_class|Transit/Access
16313|CAIDA_class|Transit/Access
16314|CAIDA_class|Transit/Access
16316|peerDB_class|Enterprise
16320|CAIDA_class|Enterprise
16321|peerDB_class|Transit/Access
16322|CAIDA_class|Transit/Access
16323|CAIDA_class|Transit/Access
16326|CAIDA_class|Transit/Access
16327|CAIDA_class|Enterprise
16328|CAIDA_class|Transit/Access
16331|CAIDA_class|Transit/Access
16333|CAIDA_class|Transit/Access
16334|CAIDA_class|Transit/Access
16338|CAIDA_class|Enterprise
16339|CAIDA_class|Enterprise
16340|CAIDA_class|Transit/Access
16342|peerDB_class|Transit/Access
16344|CAIDA_class|Transit/Access
16345|CAIDA_class|Transit/Access
16347|peerDB_class|Transit/Access
16349|CAIDA_class|Enterprise
16350|peerDB_class|Enterprise
16351|CAIDA_class|Enterprise
16353|peerDB_class|Content
16354|CAIDA_class|Transit/Access
16356|CAIDA_class|Transit/Access
16360|CAIDA_class|Transit/Access
16362|CAIDA_class|Transit/Access
16363|peerDB_class|Content
16364|CAIDA_class|Transit/Access
16365|CAIDA_class|Enterprise
16367|CAIDA_class|Transit/Access
16370|CAIDA_class|Transit/Access
16371|peerDB_class|Content
16372|CAIDA_class|Transit/Access
16373|CAIDA_class|Enterprise
16375|CAIDA_class|Enterprise
16376|peerDB_class|Content
16378|CAIDA_class|Enterprise
16379|CAIDA_class|Content
16380|CAIDA_class|Enterprise
16381|CAIDA_class|Transit/Access
16383|CAIDA_class|Content
16384|CAIDA_class|Transit/Access
16385|CAIDA_class|Transit/Access
16386|CAIDA_class|Transit/Access
16387|CAIDA_class|Enterprise
16388|CAIDA_class|Transit/Access
16389|CAIDA_class|Enterprise
16390|CAIDA_class|Transit/Access
16391|CAIDA_class|Transit/Access
16392|CAIDA_class|Transit/Access
16393|CAIDA_class|Enterprise
16394|CAIDA_class|Transit/Access
16397|peerDB_class|Transit/Access
16399|CAIDA_class|Transit/Access
16400|peerDB_class|Transit/Access
16401|CAIDA_class|Enterprise
16402|peerDB_class|Transit/Access
16403|CAIDA_class|Transit/Access
16404|CAIDA_class|Enterprise
16405|CAIDA_class|Transit/Access
16406|peerDB_class|Content
16407|CAIDA_class|Enterprise
16408|CAIDA_class|Enterprise
16409|peerDB_class|Enterprise
16410|CAIDA_class|Content
16411|CAIDA_class|Enterprise
16413|CAIDA_class|Transit/Access
16415|CAIDA_class|Transit/Access
16417|CAIDA_class|Transit/Access
16419|CAIDA_class|Enterprise
16423|CAIDA_class|Transit/Access
16426|CAIDA_class|Transit/Access
16427|CAIDA_class|Enterprise
16428|CAIDA_class|Enterprise
16429|CAIDA_class|Transit/Access
16430|CAIDA_class|Transit/Access
16431|CAIDA_class|Transit/Access
16432|CAIDA_class|Content
16433|CAIDA_class|Transit/Access
16434|CAIDA_class|Enterprise
16435|CAIDA_class|Transit/Access
16437|CAIDA_class|Transit/Access
16438|CAIDA_class|Transit/Access
16439|CAIDA_class|Enterprise
16455|CAIDA_class|Enterprise
16461|CAIDA_class|Transit/Access
16462|CAIDA_class|Transit/Access
16463|CAIDA_class|Transit/Access
16464|CAIDA_class|Transit/Access
16467|CAIDA_class|Transit/Access
16468|CAIDA_class|Transit/Access
16470|CAIDA_class|Enterprise
16471|peerDB_class|Transit/Access
16473|CAIDA_class|Transit/Access
16474|CAIDA_class|Transit/Access
16475|CAIDA_class|Transit/Access
16477|CAIDA_class|Enterprise
16478|CAIDA_class|Transit/Access
16480|CAIDA_class|Enterprise
16481|manual_class|Enterprise
16482|CAIDA_class|Transit/Access
16486|peerDB_class|Enterprise
16487|CAIDA_class|Transit/Access
16489|CAIDA_class|Transit/Access
16490|CAIDA_class|Enterprise
16491|CAIDA_class|Transit/Access
16492|CAIDA_class|Transit/Access
16493|CAIDA_class|Content
16495|CAIDA_class|Transit/Access
16497|CAIDA_class|Enterprise
16498|CAIDA_class|Enterprise
16500|CAIDA_class|Enterprise
16501|CAIDA_class|Enterprise
16502|CAIDA_class|Enterprise
16503|CAIDA_class|Transit/Access
16504|CAIDA_class|Transit/Access
16507|CAIDA_class|Transit/Access
16508|CAIDA_class|Enterprise
16509|peerDB_class|Enterprise
16511|CAIDA_class|Transit/Access
16513|CAIDA_class|Transit/Access
16514|CAIDA_class|Enterprise
16515|CAIDA_class|Enterprise
16516|CAIDA_class|Enterprise
16518|CAIDA_class|Transit/Access
16519|CAIDA_class|Transit/Access
16520|CAIDA_class|Transit/Access
16521|CAIDA_class|Transit/Access
16523|peerDB_class|Transit/Access
16524|peerDB_class|Transit/Access
16525|CAIDA_class|Transit/Access
16526|CAIDA_class|Transit/Access
16527|CAIDA_class|Transit/Access
16531|peerDB_class|Transit/Access
16532|peerDB_class|Transit/Access
16534|CAIDA_class|Transit/Access
16538|CAIDA_class|Transit/Access
16539|CAIDA_class|Enterprise
16541|CAIDA_class|Enterprise
16542|CAIDA_class|Transit/Access
16543|CAIDA_class|Enterprise
16545|CAIDA_class|Transit/Access
16546|CAIDA_class|Enterprise
16548|CAIDA_class|Enterprise
16549|CAIDA_class|Transit/Access
16550|peerDB_class|Content
16552|peerDB_class|Content
16553|peerDB_class|Transit/Access
16555|CAIDA_class|Enterprise
16556|CAIDA_class|Content
16557|CAIDA_class|Content
16558|CAIDA_class|Transit/Access
16559|peerDB_class|Transit/Access
16560|CAIDA_class|Transit/Access
16561|CAIDA_class|Content
16563|CAIDA_class|Transit/Access
16564|CAIDA_class|Transit/Access
16565|CAIDA_class|Transit/Access
16567|peerDB_class|Transit/Access
16568|CAIDA_class|Transit/Access
16569|peerDB_class|Enterprise
16570|peerDB_class|Transit/Access
16571|CAIDA_class|Enterprise
16573|CAIDA_class|Transit/Access
16574|CAIDA_class|Transit/Access
16575|CAIDA_class|Enterprise
16576|CAIDA_class|Enterprise
16577|CAIDA_class|Transit/Access
16578|CAIDA_class|Transit/Access
16580|CAIDA_class|Transit/Access
16582|CAIDA_class|Transit/Access
16583|manual_class|Enterprise
16584|peerDB_class|Enterprise
16585|CAIDA_class|Enterprise
16586|peerDB_class|Transit/Access
16587|CAIDA_class|Enterprise
16588|CAIDA_class|Enterprise
16590|CAIDA_class|Enterprise
16591|peerDB_class|Transit/Access
16592|CAIDA_class|Transit/Access
16593|CAIDA_class|Enterprise
16594|CAIDA_class|Transit/Access
16595|CAIDA_class|Enterprise
16596|CAIDA_class|Transit/Access
16597|manual_class|Enterprise
16598|CAIDA_class|Transit/Access
16599|CAIDA_class|Transit/Access
16600|CAIDA_class|Enterprise
16604|peerDB_class|Transit/Access
16608|CAIDA_class|Transit/Access
16609|CAIDA_class|Transit/Access
16610|CAIDA_class|Transit/Access
16612|CAIDA_class|Transit/Access
16613|CAIDA_class|Transit/Access
16615|CAIDA_class|Enterprise
16616|peerDB_class|Transit/Access
16617|CAIDA_class|Transit/Access
16618|CAIDA_class|Content
16619|CAIDA_class|Transit/Access
16620|CAIDA_class|Transit/Access
16621|CAIDA_class|Transit/Access
16622|CAIDA_class|Transit/Access
16623|CAIDA_class|Transit/Access
16624|CAIDA_class|Enterprise
16625|CAIDA_class|Content
16626|CAIDA_class|Transit/Access
16627|CAIDA_class|Enterprise
16628|CAIDA_class|Content
16629|CAIDA_class|Transit/Access
16633|CAIDA_class|Transit/Access
16636|CAIDA_class|Enterprise
16637|peerDB_class|Transit/Access
16638|CAIDA_class|Content
16639|CAIDA_class|Transit/Access
16640|CAIDA_class|Enterprise
16641|CAIDA_class|Transit/Access
16642|CAIDA_class|Enterprise
16643|CAIDA_class|Transit/Access
16644|CAIDA_class|Enterprise
16645|CAIDA_class|Enterprise
16647|CAIDA_class|Transit/Access
16649|CAIDA_class|Enterprise
16652|CAIDA_class|Content
16653|CAIDA_class|Content
16654|peerDB_class|Transit/Access
16655|CAIDA_class|Enterprise
16657|CAIDA_class|Transit/Access
16659|CAIDA_class|Transit/Access
16660|CAIDA_class|Enterprise
16664|CAIDA_class|Transit/Access
16665|CAIDA_class|Enterprise
16666|CAIDA_class|Enterprise
16667|CAIDA_class|Enterprise
16668|CAIDA_class|Transit/Access
16669|CAIDA_class|Transit/Access
16671|peerDB_class|Transit/Access
16674|CAIDA_class|Transit/Access
16676|CAIDA_class|Transit/Access
16677|CAIDA_class|Enterprise
16678|CAIDA_class|Enterprise
16679|CAIDA_class|Enterprise
16680|CAIDA_class|Enterprise
16681|CAIDA_class|Content
16682|CAIDA_class|Enterprise
16685|peerDB_class|Content
16686|CAIDA_class|Content
16688|CAIDA_class|Transit/Access
16689|CAIDA_class|Content
16692|CAIDA_class|Enterprise
16693|CAIDA_class|Transit/Access
16695|CAIDA_class|Transit/Access
16696|peerDB_class|Transit/Access
16697|CAIDA_class|Enterprise
16698|CAIDA_class|Transit/Access
16699|CAIDA_class|Enterprise
16700|peerDB_class|Transit/Access
16701|CAIDA_class|Enterprise
16705|CAIDA_class|Transit/Access
16706|CAIDA_class|Transit/Access
16707|CAIDA_class|Enterprise
16708|CAIDA_class|Transit/Access
16710|CAIDA_class|Transit/Access
16711|CAIDA_class|Enterprise
16713|peerDB_class|Transit/Access
16714|CAIDA_class|Transit/Access
16715|CAIDA_class|Transit/Access
16716|CAIDA_class|Transit/Access
16717|CAIDA_class|Transit/Access
16719|CAIDA_class|Enterprise
16724|peerDB_class|Transit/Access
16728|CAIDA_class|Transit/Access
16730|CAIDA_class|Transit/Access
16731|CAIDA_class|Transit/Access
16732|CAIDA_class|Transit/Access
16733|CAIDA_class|Content
16735|peerDB_class|Transit/Access
16738|CAIDA_class|Transit/Access
16739|CAIDA_class|Transit/Access
16740|CAIDA_class|Transit/Access
16741|CAIDA_class|Enterprise
16742|CAIDA_class|Enterprise
16743|CAIDA_class|Transit/Access
16744|CAIDA_class|Enterprise
16746|CAIDA_class|Enterprise
16747|CAIDA_class|Transit/Access
16750|CAIDA_class|Transit/Access
16751|CAIDA_class|Content
16752|CAIDA_class|Enterprise
16753|CAIDA_class|Transit/Access
16754|CAIDA_class|Transit/Access
16756|CAIDA_class|Transit/Access
16757|CAIDA_class|Enterprise
16758|CAIDA_class|Enterprise
16760|CAIDA_class|Enterprise
16761|CAIDA_class|Transit/Access
16762|CAIDA_class|Enterprise
16763|CAIDA_class|Enterprise
16764|CAIDA_class|Enterprise
16766|CAIDA_class|Enterprise
16767|CAIDA_class|Enterprise
16769|CAIDA_class|Enterprise
16770|CAIDA_class|Transit/Access
16773|peerDB_class|Content
16774|CAIDA_class|Enterprise
16775|CAIDA_class|Enterprise
16777|CAIDA_class|Enterprise
16778|CAIDA_class|Transit/Access
16779|CAIDA_class|Enterprise
16780|CAIDA_class|Transit/Access
16781|CAIDA_class|Enterprise
16782|CAIDA_class|Enterprise
16783|CAIDA_class|Transit/Access
16784|CAIDA_class|Content
16785|CAIDA_class|Transit/Access
16787|CAIDA_class|Transit/Access
16788|CAIDA_class|Transit/Access
16789|CAIDA_class|Content
16790|CAIDA_class|Enterprise
16791|CAIDA_class|Enterprise
16792|CAIDA_class|Enterprise
16793|CAIDA_class|Transit/Access
16794|CAIDA_class|Enterprise
16795|CAIDA_class|Content
16796|CAIDA_class|Transit/Access
16799|CAIDA_class|Transit/Access
16800|peerDB_class|Enterprise
16801|CAIDA_class|Transit/Access
16802|CAIDA_class|Transit/Access
16803|manual_class|Enterprise
16804|CAIDA_class|Transit/Access
16805|CAIDA_class|Transit/Access
16807|CAIDA_class|Content
16808|CAIDA_class|Transit/Access
16809|CAIDA_class|Enterprise
16810|peerDB_class|Transit/Access
16811|CAIDA_class|Transit/Access
16812|CAIDA_class|Enterprise
16813|CAIDA_class|Transit/Access
16814|peerDB_class|Transit/Access
16815|peerDB_class|Transit/Access
16816|CAIDA_class|Enterprise
16818|CAIDA_class|Enterprise
16820|CAIDA_class|Transit/Access
16821|CAIDA_class|Transit/Access
16822|CAIDA_class|Transit/Access
16823|CAIDA_class|Transit/Access
16824|CAIDA_class|Transit/Access
16825|CAIDA_class|Transit/Access
16826|CAIDA_class|Transit/Access
16827|peerDB_class|Transit/Access
16828|CAIDA_class|Enterprise
16829|CAIDA_class|Enterprise
16830|manual_class|Enterprise
16831|CAIDA_class|Transit/Access
16832|peerDB_class|Transit/Access
16833|CAIDA_class|Transit/Access
16835|CAIDA_class|Transit/Access
16837|CAIDA_class|Transit/Access
16838|CAIDA_class|Transit/Access
16839|peerDB_class|Content
16841|CAIDA_class|Transit/Access
16842|peerDB_class|Transit/Access
16843|CAIDA_class|Transit/Access
16844|CAIDA_class|Transit/Access
16846|CAIDA_class|Enterprise
16848|CAIDA_class|Transit/Access
16849|CAIDA_class|Transit/Access
16851|peerDB_class|Transit/Access
16854|CAIDA_class|Enterprise
16855|CAIDA_class|Enterprise
16856|CAIDA_class|Transit/Access
16858|CAIDA_class|Transit/Access
16859|CAIDA_class|Enterprise
16860|CAIDA_class|Enterprise
16861|CAIDA_class|Enterprise
16863|peerDB_class|Transit/Access
16866|peerDB_class|Transit/Access
16867|CAIDA_class|Transit/Access
16868|CAIDA_class|Transit/Access
16871|CAIDA_class|Transit/Access
16872|CAIDA_class|Enterprise
16873|CAIDA_class|Transit/Access
16874|CAIDA_class|Content
16875|CAIDA_class|Enterprise
16876|CAIDA_class|Transit/Access
16877|CAIDA_class|Enterprise
16880|peerDB_class|Enterprise
16881|CAIDA_class|Enterprise
16882|CAIDA_class|Enterprise
16884|CAIDA_class|Enterprise
16886|CAIDA_class|Transit/Access
16887|CAIDA_class|Transit/Access
16889|CAIDA_class|Transit/Access
16890|CAIDA_class|Enterprise
16891|CAIDA_class|Enterprise
16893|CAIDA_class|Transit/Access
16895|CAIDA_class|Transit/Access
16896|CAIDA_class|Transit/Access
16897|CAIDA_class|Enterprise
16898|CAIDA_class|Transit/Access
16899|CAIDA_class|Enterprise
16901|CAIDA_class|Enterprise
16903|CAIDA_class|Transit/Access
16904|peerDB_class|Transit/Access
16905|CAIDA_class|Transit/Access
16906|CAIDA_class|Transit/Access
16908|CAIDA_class|Transit/Access
16909|CAIDA_class|Enterprise
16910|CAIDA_class|Transit/Access
16912|peerDB_class|Content
16913|CAIDA_class|Enterprise
16914|CAIDA_class|Enterprise
16915|CAIDA_class|Enterprise
16919|CAIDA_class|Enterprise
16920|CAIDA_class|Transit/Access
16921|peerDB_class|Enterprise
16922|CAIDA_class|Transit/Access
16925|CAIDA_class|Transit/Access
16927|CAIDA_class|Transit/Access
16928|CAIDA_class|Transit/Access
16929|CAIDA_class|Transit/Access
16930|peerDB_class|Content
16931|CAIDA_class|Enterprise
16932|CAIDA_class|Enterprise
16933|CAIDA_class|Transit/Access
16934|CAIDA_class|Transit/Access
16937|CAIDA_class|Enterprise
16938|CAIDA_class|Transit/Access
16939|CAIDA_class|Transit/Access
16940|CAIDA_class|Transit/Access
16941|CAIDA_class|Transit/Access
16942|peerDB_class|Transit/Access
16944|CAIDA_class|Enterprise
16946|CAIDA_class|Enterprise
16947|CAIDA_class|Transit/Access
16948|CAIDA_class|Transit/Access
16949|CAIDA_class|Transit/Access
16952|CAIDA_class|Transit/Access
16954|CAIDA_class|Transit/Access
16955|CAIDA_class|Transit/Access
16956|CAIDA_class|Enterprise
16957|CAIDA_class|Transit/Access
16958|CAIDA_class|Transit/Access
16959|CAIDA_class|Transit/Access
16960|peerDB_class|Transit/Access
16961|CAIDA_class|Transit/Access
16964|CAIDA_class|Transit/Access
16966|CAIDA_class|Transit/Access
16967|CAIDA_class|Transit/Access
16968|CAIDA_class|Transit/Access
16970|CAIDA_class|Transit/Access
16973|CAIDA_class|Enterprise
16974|CAIDA_class|Enterprise
16977|CAIDA_class|Transit/Access
16978|CAIDA_class|Transit/Access
16979|CAIDA_class|Enterprise
16981|CAIDA_class|Transit/Access
16982|CAIDA_class|Enterprise
16983|CAIDA_class|Enterprise
16986|CAIDA_class|Enterprise
16987|CAIDA_class|Content
16988|CAIDA_class|Transit/Access
16989|CAIDA_class|Enterprise
16990|CAIDA_class|Enterprise
16991|CAIDA_class|Transit/Access
16992|CAIDA_class|Transit/Access
16993|CAIDA_class|Transit/Access
16994|CAIDA_class|Enterprise
16995|CAIDA_class|Transit/Access
16996|CAIDA_class|Transit/Access
16998|CAIDA_class|Enterprise
16999|CAIDA_class|Content
17001|CAIDA_class|Transit/Access
17002|CAIDA_class|Enterprise
17003|CAIDA_class|Content
17004|CAIDA_class|Transit/Access
17005|CAIDA_class|Transit/Access
17008|CAIDA_class|Enterprise
17009|CAIDA_class|Transit/Access
17010|CAIDA_class|Enterprise
17011|CAIDA_class|Enterprise
17012|peerDB_class|Content
17014|peerDB_class|Transit/Access
17015|CAIDA_class|Transit/Access
17017|peerDB_class|Transit/Access
17018|peerDB_class|Transit/Access
17022|manual_class|Enterprise
17023|CAIDA_class|Enterprise
17025|CAIDA_class|Transit/Access
17026|CAIDA_class|Transit/Access
17028|CAIDA_class|Enterprise
17029|CAIDA_class|Transit/Access
17030|CAIDA_class|Content
17031|CAIDA_class|Transit/Access
17032|CAIDA_class|Transit/Access
17033|CAIDA_class|Enterprise
17035|CAIDA_class|Content
17037|manual_class|Enterprise
17038|CAIDA_class|Transit/Access
17040|CAIDA_class|Transit/Access
17042|CAIDA_class|Enterprise
17043|CAIDA_class|Content
17044|CAIDA_class|Transit/Access
17046|CAIDA_class|Transit/Access
17048|CAIDA_class|Transit/Access
17049|CAIDA_class|Transit/Access
17051|CAIDA_class|Transit/Access
17052|CAIDA_class|Transit/Access
17053|CAIDA_class|Enterprise
17054|peerDB_class|Content
17055|CAIDA_class|Transit/Access
17056|CAIDA_class|Transit/Access
17057|CAIDA_class|Transit/Access
17058|CAIDA_class|Transit/Access
17060|CAIDA_class|Transit/Access
17062|CAIDA_class|Transit/Access
17064|manual_class|Enterprise
17068|CAIDA_class|Enterprise
17069|peerDB_class|Transit/Access
17071|CAIDA_class|Transit/Access
17072|peerDB_class|Transit/Access
17073|CAIDA_class|Content
17075|CAIDA_class|Enterprise
17076|CAIDA_class|Transit/Access
17077|peerDB_class|Transit/Access
17078|CAIDA_class|Transit/Access
17079|CAIDA_class|Transit/Access
17080|CAIDA_class|Enterprise
17081|CAIDA_class|Enterprise
17082|CAIDA_class|Transit/Access
17084|CAIDA_class|Transit/Access
17085|CAIDA_class|Transit/Access
17086|CAIDA_class|Transit/Access
17088|peerDB_class|Content
17089|CAIDA_class|Enterprise
17090|CAIDA_class|Transit/Access
17091|manual_class|Enterprise
17092|CAIDA_class|Enterprise
17093|CAIDA_class|Transit/Access
17094|CAIDA_class|Enterprise
17096|manual_class|Enterprise
17098|CAIDA_class|Content
17099|CAIDA_class|Transit/Access
17101|CAIDA_class|Enterprise
17103|CAIDA_class|Transit/Access
17105|CAIDA_class|Transit/Access
17107|CAIDA_class|Transit/Access
17108|CAIDA_class|Transit/Access
17109|CAIDA_class|Transit/Access
17112|CAIDA_class|Transit/Access
17113|peerDB_class|Transit/Access
17115|CAIDA_class|Transit/Access
17116|peerDB_class|Enterprise
17117|CAIDA_class|Content
17119|CAIDA_class|Enterprise
17120|CAIDA_class|Enterprise
17121|manual_class|Enterprise
17122|CAIDA_class|Enterprise
17123|CAIDA_class|Transit/Access
17124|CAIDA_class|Transit/Access
17125|manual_class|Enterprise
17126|CAIDA_class|Transit/Access
17127|CAIDA_class|Enterprise
17128|CAIDA_class|Transit/Access
17129|CAIDA_class|Transit/Access
17130|CAIDA_class|Content
17131|CAIDA_class|Enterprise
17135|CAIDA_class|Transit/Access
17137|CAIDA_class|Transit/Access
17138|CAIDA_class|Transit/Access
17139|CAIDA_class|Transit/Access
17140|CAIDA_class|Transit/Access
17142|CAIDA_class|Enterprise
17143|peerDB_class|Transit/Access
17144|CAIDA_class|Transit/Access
17145|CAIDA_class|Transit/Access
17146|CAIDA_class|Enterprise
17147|CAIDA_class|Content
17149|CAIDA_class|Transit/Access
17150|manual_class|Enterprise
17151|peerDB_class|Content
17152|CAIDA_class|Enterprise
17153|CAIDA_class|Transit/Access
17155|CAIDA_class|Transit/Access
17157|CAIDA_class|Enterprise
17158|peerDB_class|Content
17159|CAIDA_class|Enterprise
17160|CAIDA_class|Transit/Access
17161|CAIDA_class|Content
17162|CAIDA_class|Transit/Access
17163|CAIDA_class|Enterprise
17164|CAIDA_class|Transit/Access
17166|CAIDA_class|Enterprise
17167|CAIDA_class|Enterprise
17170|peerDB_class|Transit/Access
17172|CAIDA_class|Enterprise
17174|CAIDA_class|Transit/Access
17177|CAIDA_class|Transit/Access
17178|CAIDA_class|Transit/Access
17181|manual_class|Enterprise
17184|peerDB_class|Transit/Access
17185|peerDB_class|Transit/Access
17188|CAIDA_class|Enterprise
17189|CAIDA_class|Transit/Access
17190|CAIDA_class|Enterprise
17191|CAIDA_class|Enterprise
17192|CAIDA_class|Transit/Access
17194|CAIDA_class|Transit/Access
17195|CAIDA_class|Content
17196|CAIDA_class|Enterprise
17197|CAIDA_class|Enterprise
17199|CAIDA_class|Enterprise
17200|CAIDA_class|Transit/Access
17202|CAIDA_class|Transit/Access
17204|CAIDA_class|Transit/Access
17206|CAIDA_class|Transit/Access
17207|CAIDA_class|Enterprise
17209|CAIDA_class|Transit/Access
17210|peerDB_class|Transit/Access
17211|CAIDA_class|Transit/Access
17212|CAIDA_class|Transit/Access
17213|CAIDA_class|Content
17215|CAIDA_class|Transit/Access
17216|CAIDA_class|Transit/Access
17218|CAIDA_class|Enterprise
17219|CAIDA_class|Enterprise
17222|peerDB_class|Transit/Access
17223|CAIDA_class|Transit/Access
17224|CAIDA_class|Transit/Access
17225|CAIDA_class|Transit/Access
17226|CAIDA_class|Transit/Access
17227|CAIDA_class|Transit/Access
17228|CAIDA_class|Transit/Access
17229|CAIDA_class|Transit/Access
17231|CAIDA_class|Content
17232|CAIDA_class|Transit/Access
17233|CAIDA_class|Transit/Access
17234|CAIDA_class|Transit/Access
17235|CAIDA_class|Transit/Access
17236|CAIDA_class|Enterprise
17237|CAIDA_class|Enterprise
17238|CAIDA_class|Enterprise
17240|CAIDA_class|Enterprise
17241|CAIDA_class|Enterprise
17242|CAIDA_class|Content
17244|CAIDA_class|Transit/Access
17245|CAIDA_class|Transit/Access
17246|peerDB_class|Transit/Access
17247|CAIDA_class|Enterprise
17248|CAIDA_class|Transit/Access
17249|CAIDA_class|Transit/Access
17252|CAIDA_class|Transit/Access
17253|peerDB_class|Transit/Access
17264|CAIDA_class|Content
17267|CAIDA_class|Transit/Access
17268|CAIDA_class|Enterprise
17269|CAIDA_class|Transit/Access
17270|CAIDA_class|Enterprise
17271|CAIDA_class|Transit/Access
17272|CAIDA_class|Enterprise
17274|CAIDA_class|Enterprise
17275|CAIDA_class|Enterprise
17276|CAIDA_class|Transit/Access
17278|CAIDA_class|Transit/Access
17279|CAIDA_class|Transit/Access
17281|CAIDA_class|Transit/Access
17282|CAIDA_class|Transit/Access
17283|CAIDA_class|Transit/Access
17285|CAIDA_class|Transit/Access
17286|CAIDA_class|Enterprise
17289|CAIDA_class|Transit/Access
17291|CAIDA_class|Enterprise
17293|peerDB_class|Transit/Access
17294|CAIDA_class|Transit/Access
17297|CAIDA_class|Enterprise
17298|CAIDA_class|Enterprise
17300|CAIDA_class|Transit/Access
17301|CAIDA_class|Transit/Access
17302|CAIDA_class|Transit/Access
17303|peerDB_class|Enterprise
17304|CAIDA_class|Transit/Access
17305|CAIDA_class|Enterprise
17306|peerDB_class|Transit/Access
17307|CAIDA_class|Enterprise
17308|CAIDA_class|Transit/Access
17309|CAIDA_class|Transit/Access
17310|peerDB_class|Transit/Access
17311|CAIDA_class|Transit/Access
17313|CAIDA_class|Transit/Access
17314|CAIDA_class|Content
17315|CAIDA_class|Enterprise
17317|CAIDA_class|Transit/Access
17318|CAIDA_class|Enterprise
17319|CAIDA_class|Enterprise
17320|CAIDA_class|Transit/Access
17321|CAIDA_class|Enterprise
17322|CAIDA_class|Enterprise
17324|CAIDA_class|Transit/Access
17325|CAIDA_class|Enterprise
17326|CAIDA_class|Transit/Access
17327|CAIDA_class|Transit/Access
17328|CAIDA_class|Transit/Access
17330|CAIDA_class|Content
17335|CAIDA_class|Enterprise
17336|CAIDA_class|Enterprise
17338|CAIDA_class|Transit/Access
17339|CAIDA_class|Enterprise
17341|CAIDA_class|Transit/Access
17342|CAIDA_class|Transit/Access
17343|CAIDA_class|Transit/Access
17344|CAIDA_class|Enterprise
17348|CAIDA_class|Content
17349|CAIDA_class|Enterprise
17350|peerDB_class|Enterprise
17351|CAIDA_class|Transit/Access
17352|CAIDA_class|Content
17353|CAIDA_class|Transit/Access
17355|CAIDA_class|Enterprise
17356|peerDB_class|Transit/Access
17357|CAIDA_class|Enterprise
17358|CAIDA_class|Content
17359|CAIDA_class|Transit/Access
17361|CAIDA_class|Transit/Access
17362|CAIDA_class|Transit/Access
17364|CAIDA_class|Transit/Access
17365|CAIDA_class|Transit/Access
17366|CAIDA_class|Transit/Access
17367|CAIDA_class|Enterprise
17368|CAIDA_class|Transit/Access
17369|CAIDA_class|Transit/Access
17371|CAIDA_class|Transit/Access
17372|CAIDA_class|Transit/Access
17373|CAIDA_class|Transit/Access
17374|peerDB_class|Enterprise
17375|CAIDA_class|Transit/Access
17377|CAIDA_class|Enterprise
17378|peerDB_class|Transit/Access
17379|CAIDA_class|Transit/Access
17380|CAIDA_class|Transit/Access
17381|CAIDA_class|Content
17382|CAIDA_class|Transit/Access
17383|CAIDA_class|Enterprise
17385|CAIDA_class|Transit/Access
17386|CAIDA_class|Enterprise
17387|CAIDA_class|Enterprise
17388|CAIDA_class|Transit/Access
17389|CAIDA_class|Content
17390|CAIDA_class|Content
17394|CAIDA_class|Content
17397|CAIDA_class|Transit/Access
17398|CAIDA_class|Enterprise
17400|peerDB_class|Transit/Access
17401|CAIDA_class|Transit/Access
17402|CAIDA_class|Transit/Access
17403|CAIDA_class|Transit/Access
17405|CAIDA_class|Enterprise
17406|CAIDA_class|Enterprise
17408|peerDB_class|Transit/Access
17411|CAIDA_class|Transit/Access
17415|CAIDA_class|Transit/Access
17416|CAIDA_class|Content
17420|peerDB_class|Enterprise
17421|CAIDA_class|Transit/Access
17423|CAIDA_class|Enterprise
17425|CAIDA_class|Transit/Access
17426|peerDB_class|Transit/Access
17427|CAIDA_class|Transit/Access
17428|CAIDA_class|Transit/Access
17429|peerDB_class|Transit/Access
17430|CAIDA_class|Transit/Access
17433|CAIDA_class|Transit/Access
17434|CAIDA_class|Transit/Access
17435|peerDB_class|Transit/Access
17436|CAIDA_class|Content
17439|peerDB_class|Transit/Access
17440|CAIDA_class|Transit/Access
17442|CAIDA_class|Enterprise
17443|CAIDA_class|Enterprise
17444|peerDB_class|Transit/Access
17445|peerDB_class|Content
17447|peerDB_class|Transit/Access
17448|manual_class|Enterprise
17450|CAIDA_class|Transit/Access
17451|peerDB_class|Transit/Access
17452|CAIDA_class|Content
17453|CAIDA_class|Content
17454|CAIDA_class|Transit/Access
17456|CAIDA_class|Transit/Access
17457|peerDB_class|Content
17458|CAIDA_class|Transit/Access
17461|CAIDA_class|Transit/Access
17463|CAIDA_class|Transit/Access
